,Token allocation,,,,Presale,,,,TGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,%,Coin,,"Price, USD","Raise, USD","FDV, USD",,"TGE, %","TGE, coins","post TGE, %","post TGE, coins",Cliff,Vesting (M),Vesting (%/M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Circulating,,,26%,"115,500,000","120,847,222","126,194,444","131,541,667","144,463,194","157,384,722","170,306,250","183,227,778","196,149,306","209,070,833","221,992,361","232,413,889","242,835,417","252,631,944","262,428,472","272,225,000","282,021,528","291,818,056","301,614,583","309,444,444","317,274,306","325,104,167","332,934,028","340,763,889","348,593,750","356,423,611","364,253,472","372,083,333","379,913,194","387,743,056","395,572,917","403,402,778","411,232,639","419,062,500","426,892,361","434,722,222","442,552,083","448,159,722","453,767,361","459,375,000","462,187,500","465,000,000","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500","467,812,500",,,,,,,,,,,,,
,Total Locked,,,74%,"334,500,000","329,152,778","323,805,556","318,458,333","305,536,806","292,615,278","279,693,750","266,772,222","253,850,694","240,929,167","228,007,639","217,586,111","207,164,583","197,368,056","187,571,528","177,775,000","167,978,472","158,181,944","148,385,417","140,555,556","132,725,694","124,895,833","117,065,972","109,236,111","101,406,250","93,576,389","85,746,528","77,916,667","70,086,806","62,256,944","54,427,083","46,597,222","38,767,361","30,937,500","23,107,639","15,277,778","7,447,917","1,840,278","-3,767,361","-9,375,000","-12,187,500","-15,000,000","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500","-17,812,500",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Distribution,% of Total,Total Coins,% of TGE,TGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(not incl. 10% liquidity),75%,"375,000,000",,"48,500,000","53,847,222","59,194,444","64,541,667","76,056,944","87,572,222","99,087,500","110,602,778","122,118,056","133,633,333","145,148,611","154,163,889","163,179,167","171,569,444","179,959,722","188,350,000","196,740,278","205,130,556","213,520,833","219,944,444","226,368,056","232,791,667","239,215,278","245,638,889","252,062,500","258,486,111","264,909,722","271,333,333","277,756,944","284,180,556","290,604,167","297,027,778","303,451,389","309,875,000","316,298,611","322,722,222","329,145,833","333,347,222","337,548,611","341,750,000","343,156,250","344,562,500","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750","345,968,750",,,,,,,,,,,,,
,Pre-Seed,10%,"50,000,000",22%,"25,000,000","27,500,000","30,000,000","32,500,000","35,000,000","37,500,000","40,000,000","42,500,000","45,000,000","47,500,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000",,,,,,,,,,,,,
,Seed,2%,"10,000,000",2%,"2,500,000","3,125,000","3,750,000","4,375,000","5,000,000","5,625,000","6,250,000","6,875,000","7,500,000","8,125,000","8,750,000","9,375,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000",,,,,,,,,,,,,
,Private,2%,"10,000,000",2%,"2,500,000","2,500,000","2,500,000","2,500,000","3,000,000","3,500,000","4,000,000","4,500,000","5,000,000","5,500,000","6,000,000","6,500,000","7,000,000","7,500,000","8,000,000","8,500,000","9,000,000","9,500,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000",,,,,,,,,,,,,
,Public,1%,"5,000,000",1%,"1,000,000","1,000,000","1,000,000","1,000,000","1,266,667","1,533,333","1,800,000","2,066,667","2,333,333","2,600,000","2,866,667","3,133,333","3,400,000","3,666,667","3,933,333","4,200,000","4,466,667","4,733,333","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000",,,,,,,,,,,,,
,Partners,4%,"20,000,000",2%,"2,000,000","2,000,000","2,000,000","2,000,000","3,200,000","4,400,000","5,600,000","6,800,000","8,000,000","9,200,000","10,400,000","11,600,000","12,800,000","14,000,000","15,200,000","16,400,000","17,600,000","18,800,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000",,,,,,,,,,,,,
,Team & Advisors,10%,"50,000,000",0%,0,0,0,0,"1,388,889","2,777,778","4,166,667","5,555,556","6,944,444","8,333,333","9,722,222","11,111,111","12,500,000","13,888,889","15,277,778","16,666,667","18,055,556","19,444,444","20,833,333","22,222,222","23,611,111","25,000,000","26,388,889","27,777,778","29,166,667","30,555,556","31,944,444","33,333,333","34,722,222","36,111,111","37,500,000","38,888,889","40,277,778","41,666,667","43,055,556","44,444,444","45,833,333","47,222,222","48,611,111","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000",,,,,,,,,,,,,
,User Adoption,15%,"75,000,000",6%,"8,000,000","8,000,000","8,000,000","8,000,000","9,406,250","10,812,500","12,218,750","13,625,000","15,031,250","16,437,500","17,843,750","19,250,000","20,656,250","22,062,500","23,468,750","24,875,000","26,281,250","27,687,500","29,093,750","30,500,000","31,906,250","33,312,500","34,718,750","36,125,000","37,531,250","38,937,500","40,343,750","41,750,000","43,156,250","44,562,500","45,968,750","47,375,000","48,781,250","50,187,500","51,593,750","53,000,000","54,406,250","55,812,500","57,218,750","58,625,000","60,031,250","61,437,500","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750","62,843,750",,,,,,,,,,,,,
,Ecosystem,15%,"75,000,000",7%,"7,500,000","7,500,000","7,500,000","7,500,000","8,906,250","10,312,500","11,718,750","13,125,000","14,531,250","15,937,500","17,343,750","18,750,000","20,156,250","21,562,500","22,968,750","24,375,000","25,781,250","27,187,500","28,593,750","30,000,000","31,406,250","32,812,500","34,218,750","35,625,000","37,031,250","38,437,500","39,843,750","41,250,000","42,656,250","44,062,500","45,468,750","46,875,000","48,281,250","49,687,500","51,093,750","52,500,000","53,906,250","55,312,500","56,718,750","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000","58,125,000",,,,,,,,,,,,,
,Staking,16%,"80,000,000",0%,0,"2,222,222","4,444,444","6,666,667","8,888,889","11,111,111","13,333,333","15,555,556","17,777,778","20,000,000","22,222,222","24,444,444","26,666,667","28,888,889","31,111,111","33,333,333","35,555,556","37,777,778","40,000,000","42,222,222","44,444,444","46,666,667","48,888,889","51,111,111","53,333,333","55,555,556","57,777,778","60,000,000","62,222,222","64,444,444","66,666,667","68,888,889","71,111,111","73,333,333","75,555,556","77,777,778","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
